vlr_latitude;vlr_longitude;cod_munic;cod_cnes;nom_estab;dsc_endereco;dsc_bairro;dsc_cidade;dsc_telefone;dsc_uf
-19,88783956;-43,90628099;310620;22845;CENTRO DE SAUDE SANTA INES;RUA CARMESIA;SANTA INES;Belo Horizonte;3132775710;Minas Gerais (MG)
-19,80038881;-43,96687746;310620;23663;CENTRO DE SAUDE JARDIM EUROPA;RUA EDIMBURGO;JARDIM EUROPA;Belo Horizonte;32771803;Minas Gerais (MG)
-19,80941176;-44,00120974;310620;23698;CENTRO DE SAUDE LAGOA;RUA JOSE SABINO MACIEL;LAGOA;Belo Horizonte;3132775552;Minas Gerais (MG)
-19,85092163;-43,90522957;310620;2820609;CENTRO DE SAUDE OLAVO ALBINO CORREA;RUA NOSSA SENHORA DO GUADALUPE;OURO MINAS;Belo Horizonte;3132776795;Minas Gerais (MG)
-19,97968912;-44,01329041;310620;22659;CENTRO DE SAUDE BARREIRO;RUA PINHEIRO CHAGAS;SANTA HELENA;Belo Horizonte;32775900;Minas Gerais (MG)
-19,99808908;-43,99251938;310620;22756;CENTRO DE SAUDE VILA CEMIG;RUA COLETIVO;VILA CEMIG;Belo Horizonte;3132775940;Minas Gerais (MG)
-19,82859492;-43,97713423;310620;23671;CENTRO DE SAUDE SANTA MONICA;RUA DOS CANOEIROS;SANTA MONICA;Belo Horizonte;32775526;Minas Gerais (MG)
-19,85596418;-43,95445347;310620;5618312;CENTRO DE SAUDE PADRE JOAQUIM MAIA;RUA BOAVENTURA;LIBERDADE;Belo Horizonte;3132777433;Minas Gerais (MG)
-19,9306798;-43,91679525;310620;24120;CENTRO DE SAUDE NOSSA SENHORA APARECIDA;RUA PAULINO MARQUES GONTIJO;NOVO SAO LUCAS;Belo Horizonte;32775244;Minas Gerais (MG)
-19,96444345;-43,99543762;310620;23426;CENTRO DE SAUDE CONJUNTO BETANIA;RUA ONA;CONJUNTO BETANIA;Belo Horizonte;3132777982;Minas Gerais (MG)
-19,89089727;-43,89731169;310620;23000;CENTRO DE SAUDE BOA VISTA;RUA MARCELINO RAMOS;BOA VISTA;Belo Horizonte;3132775680;Minas Gerais (MG)
-19,96827364;-43,97099733;310620;23345;CENTRO DE SAUDE HAVAI;RUA MANILA;HAVAI;Belo Horizonte;3132779641;Minas Gerais (MG)
-19,98543978;-44,0354991;310620;22594;CENTRO DE SAUDE TIROL;AVN NELIO CERQUEIRA;TIROL;Belo Horizonte;32779166;Minas Gerais (MG)
-19,938308;-43,91151667;310620;3128989;CENTRO DE SAUDE SAO MIGUEL ARCANJO;RUA SACRAMENTO;SERRA;Belo Horizonte;3132776412;Minas Gerais (MG)
-19,817;-43,956;310620;2695421;CENTRO DE SAUDE FLORAMAR I PBH;AVN JOAQUIM CLEMENTE;FLORAMAR;Belo Horizonte;3132776768;Minas Gerais (MG)
-19,90970492;-44,00940657;310620;23906;CENTRO DE SAUDE JARDIM FILADELFIA;RUA REGIDA;JARDIM FILADELFIA;Belo Horizonte;3132777142;Minas Gerais (MG)
-22,816279;-43,385535;330455;6793231;SMSDC CF EPITACIO SOARES REIS AP 33;AV CHISOSTOMO PIMENTEL DE OLIVEIRA;PAVUNA;Rio de Janeiro;Não se aplica;Rio de Janeiro (RJ)
-22,903;-43,208;330455;5179726;SMSDC CF ALOYSIO AUGUSTO NOVIS AP 31;AVENIDA BRAS DE PINA;PENHA CIRCULAR;Rio de Janeiro;33411424;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2270463;SMSDC CMS ATHAYDE JOSE DA FONSECA AP 51;AV DEZENOVE DE ABRIL RUA ROQUE BARBOSA;BANGU;Rio de Janeiro;(21)24033776;Rio de Janeiro (RJ)
-22,903;-43,208;330455;3567575;SMSDC CMS VILA SAO JORGE AP 52;RUA PROJETADA;COSMOS;Rio de Janeiro;31551725;Rio de Janeiro (RJ)
-22,903;-43,208;330455;5476798;SMSDC CMS HELIO SMIDT AP 31;RUA TANCREDO NEVES;COMPLEXO DA MARE;Rio de Janeiro;2143142557;Rio de Janeiro (RJ)
-22,846833;-43,373272;330455;6571956;SMSDC CF JOSUETE SANTANNA DE OLIVEIRA AP 33;RUA LUIZ COUTINHO CAVALCANTI;GUADALUPE;Rio de Janeiro;30150122;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2708426;SMSDC CMS ERNANI AGRICOLA AP 10;RUA CONSTANT JARDIN;SANTA TERESA;Rio de Janeiro;22247965;Rio de Janeiro (RJ)
-22,95618;-43,394451;330455;3567508;SMSDC CMS DE CURICICA AP 40;ESTRADA DE CURICICA;CURICICA;Rio de Janeiro;2124080071;Rio de Janeiro (RJ)
-22,903;-43,208;330455;6869009;SMSDC CF ANA MARIA CONCEICAO DOS SANTOS CORREIA AP 33;RUA QUATRO;VILA KOSMOS;Rio de Janeiro;84983238;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2270633;SMSDC CMS MARIO VITOR DE A PACHECO AP 52;AVENIDA CESARIO DE MELO;CAMPO GRANDE;Rio de Janeiro;33943989;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2273179;SMSDC CMS AUGUSTO DO AMARAL PEIXOTO AP 33;RUA JORN HERMANO REQUIAO;GUADALUPE;Rio de Janeiro;(21)24502122;Rio de Janeiro (RJ)
-22,903;-43,208;330455;5355486;SMSDC CMS VILA VINTEM AP 5 1;RUA BELIZARIO DE SOUZA;;Rio de Janeiro;2133350535;Rio de Janeiro (RJ)
-22,909197;-43,66418;330455;6559735;SMSDC CF LENICE MARIA MONTEIRO COELHO AP 53;PRACA MIGUEL PEREIRA DOS SANTOS;SANTA CRUZ;Rio de Janeiro;2134830882;Rio de Janeiro (RJ)
-22,903;-43,208;330455;6761704;SMSDC CF MARIA DE AZEVEDO RODRIGUES PEREIRA AP 33;PRACA PROFESSORA SANTINHA;PARQUE ANCHIETA;Rio de Janeiro;30196181;Rio de Janeiro (RJ)
-22,911416;-43,608867;330455;5670357;SMSDC CMS VILA DO CEU AP 52;RUA GUARUJA;COSMOS;Rio de Janeiro;2133840351;Rio de Janeiro (RJ)
-22,866666;-43,269578;330455;3784975;SMSDC CF ZILDA ARNS AP 31;ESTRADA ITARARE;COMPLEXO DO ALEMAO;Rio de Janeiro;2122904418;Rio de Janeiro (RJ)
-22,903;-43,208;330455;6927289;SMSDC CF RIO OTTO ALVES DE CARVALHO AP 40;AVENIDA ENGENHEIRO SOUZA FILHO;RIO DAS PEDRAS;Rio de Janeiro;34155032;Rio de Janeiro (RJ)
-22,917708;-43,642905;330455;6572014;SMSDC CF LOURENCO DE MELLO AP 53;RUA CORONEL TITO PORTO CARRERO;PACIENCIA;Rio de Janeiro;2134277067;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2280760;SMSDC CMS MARIA APARECIDA DE ALMEIDA AP 53;PRACA ANTONIO MATTOS AREAS;PACIENCIA;Rio de Janeiro;34027450;Rio de Janeiro (RJ)
-22,959658;-43,585167;330455;2270315;SMSDC CMS MAIA BITTENCOURT AP 52;ESTRADA DO MATO ALTO;GUARATIBA;Rio de Janeiro;24108990;Rio de Janeiro (RJ)
-22,903;-43,208;330455;3785009;SMSDC CF VALERIA GOMES ESTEVES AP 53;RUA VITORIA REGIA;SEPETIBA;Rio de Janeiro;2131581733;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2269651;SMSDC CMS DOM HELDER CAMARA AP 21;RUA VOLUNTARIOS DA PATRIA;BOTAFOGO;Rio de Janeiro;25359880;Rio de Janeiro (RJ)
-22,961357;-43,345656;330455;3567524;SMSDC CMS CANAL DO ANIL AP 40;RUA MELO;CANAL DO ANIL;Rio de Janeiro;2134329717;Rio de Janeiro (RJ)
-22,903;-43,208;330455;5476844;SMSDC CMS VILA DO JOAO AP 31;RUA 17;COMPLEXO DA MARE;Rio de Janeiro;2131094849;Rio de Janeiro (RJ)
-22,903;-43,208;330455;6926797;SMSDC CMS RODOLPHO ROCCO AP 32;ESTRADA ADHEMAR BEBIANO;DEL CASTILHO;Rio de Janeiro;2138684243;Rio de Janeiro (RJ)
-22,903;-43,208;330455;5546591;SMSDC CMS VILA MORETTI AP 51;RUA BOA ESPERANCA;BANGU;Rio de Janeiro;2133326210;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2269937;SMSDC CMS ALBERTO BORGERTH AP 33;RUA PADRE MANSO;MADUREIRA;Rio de Janeiro;(21)24502097;Rio de Janeiro (RJ)
-22,903;-43,208;330455;5546583;SMSDC CMS CATIRI AP 51;RUA TRES MARIAS;BANGU;Rio de Janeiro;Não se aplica;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2280205;SMSDC CMS RODOLPHO PERISSE VIDIGAL AP 21;AV PRESIDENTE JOAO GOULART;VIDIGAL;Rio de Janeiro;21-33224010;Rio de Janeiro (RJ)
-22,900925;-43,243121;330455;6023975;SMSDC CF DONA ZICA AP 10;RUA JOAO RODRIGUES;SAO FRANCISCO XAVIER;Rio de Janeiro;2132539544;Rio de Janeiro (RJ)
-22,903;-43,208;330455;6852203;SMSDC CF KELLY CRISTINA DE SA LACERDA SILVA AP 51;CARLOS SAMPAIO;SENADOR CAMARA;Rio de Janeiro;2134630644;Rio de Janeiro (RJ)
-22,903;-43,208;330455;5621801;SMSDC CMS LAPA AP 10;RUA DO RIACHUELO;CENTRO;Rio de Janeiro;32316031;Rio de Janeiro (RJ)
-22,829471;-43,277936;330455;3784959;SMSDC CMS JOAO CANDIDO AP 31;AV LOBO JR;PENHA CIRCULAR;Rio de Janeiro;2125842083;Rio de Janeiro (RJ)
-22,867573;-43,456869;330455;6023916;SMSDC CF FIORELLO RAYMUNDO AP 51;RUA ACAFRAO;BANGU;Rio de Janeiro;33310556;Rio de Janeiro (RJ)
-22,887918;-43,446894;330455;6387152;SMSDC CF OLIMPIA ESTEVES AP 51;RUA OLIMPIA ESTEVES;PADRE MIGUEL;Rio de Janeiro;2124010207;Rio de Janeiro (RJ)
-22,858773;-43,267398;330455;6524486;SMSDC CF RODRIGO Y AGUILAR ROIG AP 31;ESTRADA DO ITARARE;COMPLEXO DO ALEMAO;Rio de Janeiro;2560-6592;Rio de Janeiro (RJ)
-22,903;-43,208;330455;6922031;SMSDC CMS MANOEL GUILHERME DA SILVEIRA FILHO AP 51;AV RIBEIRO DANTAS;BANGU;Rio de Janeiro;2133336070;Rio de Janeiro (RJ)
-22,903;-43,208;330455;3820599;SMSDC CMS COHAB AP 51;RUA DONA OLIMPIA;REALENGO;Rio de Janeiro;2134657534;Rio de Janeiro (RJ)
-22,88432;-43,639294;330455;6618871;SMSDC CF JAMIL HADDAD AP 53;RUA SOLDADO JOAO ROTELO;PACIENCIA;Rio de Janeiro;2124103172;Rio de Janeiro (RJ)
-22,903;-43,208;330455;5355494;SMSDC CMS MINUANO AP 5 1;PRACA CECILIA PEDRO;;Rio de Janeiro;2133350535;Rio de Janeiro (RJ)
-22,978831;-43,228841;330455;2288370;SMSDC CMS PINDARO DE C RODRIGUES AP 21;AV PADRE LEONEL FRANCA;GAVEA;Rio de Janeiro;22742989;Rio de Janeiro (RJ)
-22,903;-43,208;330455;6873960;SMSDC CF SERGIO VIEIRA DE MELLO AP 10;AVENIDA TRINTA E UM DE MARCO;CATUMBI;Rio de Janeiro;22132146;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2778696;SMSDC CMS CARLOS FIGUEIREDO FILHO BOREL AP 22;RUA SAO MIGUEL;TIJUCA;Rio de Janeiro;2122687805;Rio de Janeiro (RJ)
-22,903;-43,208;330455;5476607;SMSDC CMS GUSTAVO CAPANEMA AP 31;VIA 1;COMPLEXO DA MARE;Rio de Janeiro;2138856541;Rio de Janeiro (RJ)
-22,896932;-43,263624;330455;6688152;SMSDC CF IZABEL DOS SANTOS AP 32;RUA DOIS DE MAIO;SAMPAIO;Rio de Janeiro;2125010766;Rio de Janeiro (RJ)
-22,885123;-43,252495;330455;6514022;SMSDC CF VICTOR VALLA AP 31;AVENIDA DOM HELDER CAMARA;MANGUINHOS;Rio de Janeiro;(21)25982764;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2708213;SMSDC CMS HARVEY RIBEIRO DE SOUZA FILHO AP 40;AVENIDA GUIOMAR NOVAES;RECREIO DOS BANDEIRA;Rio de Janeiro;(21) 24900090;Rio de Janeiro (RJ)
-22,903;-43,208;330455;6028233;SMSDC CMS TURANO AP 22;RUA INFANTE DE SAGRES;RIO COMPRIDO;Rio de Janeiro;2134490759;Rio de Janeiro (RJ)
-22,919761;-43,63026;330455;6742130;SMSDC CF EMYGDIO ALVES COSTA FILHO AP 32;RUA DO LAZER;PILARES;Rio de Janeiro;2131116724;Rio de Janeiro (RJ)
-22,903;-43,208;330455;5476801;SMSDC CMS NOVA HOLANDA AP 31;RUA IVANILDO ALVES;COMPLEXO DA MARE;Rio de Janeiro;2131055760;Rio de Janeiro (RJ)
-22,9036;-43,2084;330455;3567559;SMSDC CMS JARDIM ANAPOLIS AP 52;RUA FRANCA LEITE;COSMOS;Rio de Janeiro;2133942235;Rio de Janeiro (RJ)
-22,990239;-43,253217;330455;2270072;SMSDC CMS DR ALBERT SABIN AP 21;EST DA GAVEA;ROCINHA;Rio de Janeiro;2132046088;Rio de Janeiro (RJ)
-22,903;-43,208;330455;6864708;SMSDC CF MARIO DIAS ALENCAR AP 51;RUA MUCURIPE;SENADOR CAMARA;Rio de Janeiro;2134248606;Rio de Janeiro (RJ)
-22,903;-43,208;330455;5541719;SMSDC CMS MORRO UNIAO AP 33;RUA DA JAQUEIRA;COELHO NETO;Rio de Janeiro;Não se aplica;Rio de Janeiro (RJ)
-22,860685;-43,303063;330455;6632831;SMSDC CMS CHAPEU MANG BABILONIA AP 21;RUA SAO FRANCISCO;LEME;Rio de Janeiro;Não se aplica;Rio de Janeiro (RJ)
-22,805351;-43,302065;330455;5457009;SMSDC CMS IRACI LOPES AP 31;RUA ANTONIO MENDES;VIGARIO GERAL;Rio de Janeiro;2134519504;Rio de Janeiro (RJ)
-22,7946;-43,209733;330455;5467136;SMSDC CMS PARQUE ROYAL AP 31;RUA JORNALISTA ALAIDE PIRES;PORTUGUESA ILHA DO;Rio de Janeiro;2133672626;Rio de Janeiro (RJ)
-22,903;-43,208;330455;6559727;SMSDC CF ILZO MOTTA DE MELLO AP 53;AVENIDA CESARIO DE MELO;SANTA CRUZ;Rio de Janeiro;2133956771;Rio de Janeiro (RJ)
-22,82688;-43,347523;330455;6029965;SMSDC CF MARCOS VALADAO AP 33;AV PASTOR MARTIN LUTHER KING JR;ACARI;Rio de Janeiro;2133735253;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2270285;SMSDC CMS WOODROW PIMENTEL PANTOJA AP 52;ESTRADA DO MAGARCA;GUARATIBA;Rio de Janeiro;2123948360;Rio de Janeiro (RJ)
-22,903;-43,208;330455;4046307;SMSDC CMS HAMILTON LAND AP 40;AV EDGARD WERNECK;JACAREPAGUA;Rio de Janeiro;2134123199;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2269805;SMSDC CMS MILTON FONTES MAGARAO AP 32;AV AMARO CAVALCANTI;ENGENHO DE DENTRO;Rio de Janeiro;2131116709;Rio de Janeiro (RJ)
-22,874277;-43,252444;330455;5456967;SMSDC CMS MANGUINHOS AP 31;RUA LEOPOLDO BULHOES;MANGUINHOS;Rio de Janeiro;2125982796;Rio de Janeiro (RJ)
-22,980757;-43,194101;330455;6496989;SMSDC CF CANTAGALO PAVAO PAVAOZINHO AP 21;LADEIRA SAINT ROMAN;COPACABANA;Rio de Janeiro;2125234127;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2270250;SMSDC CMS ERNESTO ZEFERINO TIBAU JR AP 10;AVENIDA DO EXERCITO;SAO CRISTOVAO;Rio de Janeiro;38958658;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2269554;SMSDC CMS BELIZARIO PENNA AP 52;RUA FRANKLIN;CAMPO GRANDE;Rio de Janeiro;33943862;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2277298;SMSDC CMS FERN A BRAGA LOPES CAJU AP 10;RUA CARLOS SEIDL;CAJU;Rio de Janeiro;2125894183;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2270560;SMSDC CMS MASAO GOTO AP 51;AV CARLOS PONTES;SULACAP;Rio de Janeiro;31116200;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2806320;SMSDC CMS SAVIO ANTUNES ANTARES AP 53;AVENIDA HERMINIA AURELIO SAMPAIO;PACIENCIA;Rio de Janeiro;2133173185;Rio de Janeiro (RJ)
-22,903;-43,208;330455;6901042;SMSDC CF NILDO AGUIAR AP 5 1;ESTRADA GENERAL AMERICANO FREIRE;REALENGO;Rio de Janeiro;2134649344;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2270420;SMSDC CMS WALDYR FRANCO AP 51;PRACA CECILIA PEDRO;BANGU;Rio de Janeiro;2134244828;Rio de Janeiro (RJ)
-22,908409;-43,59636;330455;2269538;SMSDC CMS EDGARD MAGALHAES GOMES AP 52;PRACA FILOMENA CARLOS MAGNO;INHOAIBA;Rio de Janeiro;33772813;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2708167;SMSDC CMS CESAR PERNETTA AP 32;RUA ANA BARBOSA;MEIER;Rio de Janeiro;2131116715;Rio de Janeiro (RJ)
-22,903;-43,208;330455;5315026;SMSDC CMS FAZENDA BOTAFOGO AP 33;RUA ARNALDO GUINLE;COELHO NETO;Rio de Janeiro;24743266;Rio de Janeiro (RJ)
-22,915116;-43,425093;330455;5465885;SMSDC CMS SANTA MARIA AP 40;ESTRADA DO RIO PEQUENO;SANTA MARIA;Rio de Janeiro;2133472047;Rio de Janeiro (RJ)
-22,891316;-43,605756;330455;2269562;SMSDC CMS MARIO RODRIGUES CID AP 52;RUA MATUREIA;SANTA MARGARIDA;Rio de Janeiro;2134024261;Rio de Janeiro (RJ)
-22,85413;-43,540994;330455;2270641;SMSDC CMS PEDRO NAVA AP 52;RUA DO PERNAMBUCANO;CAMPO GRANDE;Rio de Janeiro;33640371;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2280744;SMSDC CMS DR CARLOS GENTILLE DE MELLO AP 32;RUA BICUIBA;LINS DE VASCONCELOS;Rio de Janeiro;2122186110;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2288346;SMSDC CMS MARCOLINO CANDAU AP 10;RUA LAURA DE ARAUJO;CIDADE NOVA;Rio de Janeiro;2122132146;Rio de Janeiro (RJ)
-22,903;-43,208;330455;6029833;SMSDC CMS JARDIM MARAVILHA AP 52;AVENIDA PILAR DO SUL;;Rio de Janeiro;2123948360;Rio de Janeiro (RJ)
-22,876264;-43,270125;330455;6820018;SMSDC CF BARBARA STARFIELD AP 32;RUA VOLTA GRANDE;DEL CASTILHO;Rio de Janeiro;2122410674;Rio de Janeiro (RJ)
-22,925433;-43,176194;330455;2708434;SMSDC CMS MANOEL JOSE FERREIRA AP 21;RUA SILVEIRA MARTINS;CATETE;Rio de Janeiro;2122257505;Rio de Janeiro (RJ)
-22,903;-43,208;330455;5315050;SMSDC CMS PORTUS E QUITANDA AP 33;RUA JORGE NOGUEIRA;COSTA BARROS;Rio de Janeiro;38356123;Rio de Janeiro (RJ)
-22,824555;-43,334168;330455;5044685;SMSDC CMS EDMA VALADAO AP 33;AV BRASIL;IRAJA;Rio de Janeiro;33621064;Rio de Janeiro (RJ)
-22,931431;-43,655764;330455;6671020;SMSDC CF EDSON ABDALLA SAAD AP 53;RUA 1 COM AVENIDA CANAL 3;SANTA CRUZ;Rio de Janeiro;33655365;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2280272;SMSDC CMS MARIA AUGUSTA ESTRELLA AP 22;RUA VISCONDE DE SANTA ISABEL;VILA ISABEL;Rio de Janeiro;2131116100;Rio de Janeiro (RJ)
-22,903;-43,208;330455;6023983;SMSDC CMS SAO FRANCISCO DE ASSIS AP 10;RUA AFONSO CAVALCANTI;CIDADE NOVA;Rio de Janeiro;Não se aplica;Rio de Janeiro (RJ)
-22,937567;-43,68649;330455;6581994;SMSDC CF JOSE ANTONIO CIRAUDO AP 53;AVENIDA AREIA BRANCA;SANTA CRUZ;Rio de Janeiro;2123942766;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2295032;SMSDC CMS MARIA CRISTINA ROMA PAUGARTTEN AP 31;RUA JOAQUIM GOMES;RAMOS;Rio de Janeiro;(21)22709846;Rio de Janeiro (RJ)
-22,932943;-43,636322;330455;2295237;SMSDC CMS JOAO BATISTA CHAGAS AP 53;ESTRADA SANTA EUGENIA;PACIENCIA;Rio de Janeiro;2124188099;Rio de Janeiro (RJ)
-22,903;-43,208;330455;5417708;SMSDC CF SOUZA MARQUES AP 33;PRACA PATRIARCA;CAMPINHO;Rio de Janeiro;Não se aplica;Rio de Janeiro (RJ)
-22,903;-43,208;330455;6029825;SMSDC CMS MANGUEIRAL AP 52;PRACA MAJOR DE ALMEIDA COSTA;CAMPO GRANDE;Rio de Janeiro;24124310;Rio de Janeiro (RJ)
-22,913733;-43,602033;330455;5154197;SMSDC CF DAVID CAPISTRANO FILHO AP 52;AVENIDA CESARIO DE MELO;CAMPO GRANDE;Rio de Janeiro;2133841569;Rio de Janeiro (RJ)
-22,903;-43,208;330455;5653193;SMSDC CMS ILHA DE GUARATIBA AP 52;ESTRADA DA BARRA;;Rio de Janeiro;(21)24101117;Rio de Janeiro (RJ)
-22,903208;-43,253936;330455;6762042;SMSDC CF CABO EDNEY CANAZARO DE OLIVEIRA AP 32;AVENIDA MARECHAL RONDOM C RUA ANTUNES GARCIA;SAMPAIO;Rio de Janeiro;2132836377;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2270013;SMSDC CMS CECILIA DONNANGELO AP 40;ESTRADA DOS BANDEIRANTES;VARGEM GRANDE;Rio de Janeiro;(21)24421980;Rio de Janeiro (RJ)
-22,967432;-43,1882;330455;2280795;SMSDC CMS JOAO BARROS BARRETO AP 21;RUA TENREIRO ARANHA;COPACABANA;Rio de Janeiro;2132085368;Rio de Janeiro (RJ)
-22,903;-43,208;330455;6664164;SMSDC CMS JOSE PARANHOS FONTENELLE AP 31;RUA LEOPOLDINA REGO;PENHA;Rio de Janeiro;Não se aplica;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2269732;SMSDC CMS CARMELA DUTRA AP 33;AV DOS ITALIANOS;ROCHA MIRANDA;Rio de Janeiro;21 3372-6531;Rio de Janeiro (RJ)
-22,830153;-43,328447;330455;5879655;SMSDC CMS ALICE TOLEDO TIBIRICA AP 33;RUA JURITI;IRAJA;Rio de Janeiro;2124712397;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2273225;SMSDC CMS ARIADNE LOPES DE MENEZES AP 32;RUA ENG CARLOS GONCALVES PENNA;ENGENHO DA RAINHA;Rio de Janeiro;2131116756;Rio de Janeiro (RJ)
-22,903;-43,208;330455;3567540;SMSDC CMS ANA GONZAGA AP 52;PRACA JOAO WESLEY;INHOAIBA;Rio de Janeiro;2124156520;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2269546;SMSDC CMS DR OSWALDO VILELLA AP 52;RUA JOMAR MENDES;CAMPO GRANDE;Rio de Janeiro;2134072799;Rio de Janeiro (RJ)
-22,903;-43,208;330455;6568491;SMSDC CF MARIA SEBASTIANA DE OLIVEIRA AP 31;AVENIDA DOS MAGISTERIOS;ILHA DO GOVERNADOR;Rio de Janeiro;Não se aplica;Rio de Janeiro (RJ)
-22,903;-43,208;330455;6932916;SMSDC CF JOAOSINHO TRINTA AP 31;RUA ANAMA PRACA JOSE DA MATTA;VIGARIO GERAL;Rio de Janeiro;2134485440;Rio de Janeiro (RJ)
-22,923953;-43,625001;330455;2273586;SMSDC CMS EMYDIO CABRAL AP 53;RUA IEDA SANTOS DELGADO;PACIENCIA;Rio de Janeiro;(21)33145159;Rio de Janeiro (RJ)
-22,903;-43,208;330455;3567567;SMSDC CF ALKINDAR SOARES PEREIRA FILHO AP 52;ESTRADA DA PEDRA;PEDRA DE GUARATIBA;Rio de Janeiro;2134018794;Rio de Janeiro (RJ)
-22,996916;-43,239741;330455;6506232;SMSDC CMS RINALDO DE LAMARE AP 21;AV NIEMEYER;SAO CONRADO;Rio de Janeiro;2133242487;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2269376;SMSDC CMS HEITOR BELTRAO AP 22;RUA DESEMBARGADOR ISIDRO;TIJUCA;Rio de Janeiro;122686642;Rio de Janeiro (RJ)
-22,984481;-43,660513;330455;6648371;SMSDC CF HANS JURGEN FERNANDO DOHMANN AP 52;ESTRADA DO PIAI;GUARATIBA;Rio de Janeiro;2124176014;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2273551;SMSDC CMS ALOYSIO AMANCIO DA SILVA AP 53;ESTRADA DO CURTUME;SANTA CRUZ;Rio de Janeiro;(21)33054894;Rio de Janeiro (RJ)
-22,903;-43,208;330455;6784720;SMSDC CMS ITANHANGA AP 40;ESTRADA DO ITANHANGA;ITANHANGA;Rio de Janeiro;2131394904;Rio de Janeiro (RJ)
-22,89969;-43,595145;330455;6029922;SMSDC CMS AGUIAR TORRES AP 52;ESTRADA DE INHOAIBA;INHOAIBA;Rio de Janeiro;33773456;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2280779;SMSDC CMS NECKER PINTO AP 31;ESTRADA RIO JEQUIA;ILHA DO GOVERNADOR;Rio de Janeiro;2133675171;Rio de Janeiro (RJ)
-22,891647;-43,609073;330455;6029841;SMSDC CF ROGERIO ROCCO AP 52;ESTRADA DO ENCANAMENTO;COSMOS;Rio de Janeiro;24114141;Rio de Janeiro (RJ)
-22,831176;-43,4142;330455;2269759;SMSDC CMS FLAVIO DO COUTO VIEIRA AP 33;RUA LUCIO JOSE FILHO;PQ ANCHIETA;Rio de Janeiro;24557515;Rio de Janeiro (RJ)
-22,941835;-43,591076;330455;6677711;SMSDC CF DALMIR DE ABREU SALGADO AP 52;ESTRADA DO MAGARCA;GUARATIBA;Rio de Janeiro;2125091974;Rio de Janeiro (RJ)
-22,903;-43,208;330455;6635709;SMSDC CF JOSE DE PAULA LOPES PONTES AP 52;RUA JABURU;GUARATIBA;Rio de Janeiro;2123948008;Rio de Janeiro (RJ)
-22,914909;-43,261328;330455;3785025;SMSDC CMS PARQUE VILA ISABEL AP 22;RUA ARMANDO DE ALBUQUERQUE;VILA ISABEL;Rio de Janeiro;2122983828;Rio de Janeiro (RJ)
-22,930324;-43,386834;330455;6716598;SMSDC CF MAURY ALVES DE PINHO AP 40;ESTRADA DOS BANDEIRANTES;VARGEM PEQUENA;Rio de Janeiro;2134108572;Rio de Janeiro (RJ)
-22,991697;-43,272631;330455;3796310;SMSDC CMS VILA CANOAS AP 21;ESTRADA DAS CANOAS;SAO CONRADO;Rio de Janeiro;2133226599;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2269511;SMSDC CMS GARFIELD DE ALMEIDA AP 52;RUA GENERAL PAULO DE OLIVEIRA;CAMPO GRANDE;Rio de Janeiro;(21) 33940860;Rio de Janeiro (RJ)
-22,864501;-43,244011;330455;6023320;SMSDC CF AUGUSTO BOAL AP 31;AV GUILHERME MAXWEL;COMPLEXO DA MARE;Rio de Janeiro;2131046087;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2277328;SMSDC CMS OSWALDO CRUZ AP 10;AV HENRIQUE VALADARES;CENTRO;Rio de Janeiro;(21)25072476;Rio de Janeiro (RJ)
-22,903;-43,208;330455;2269902;SMSDC CMS JOSE BREVES DOS SANTOS AP 31;RUA MAR GRANDE;CORDOVIL;Rio de Janeiro;24853640;Rio de Janeiro (RJ)
